"Plot Title: Site 31"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20468832, SEN S/N: 20462388)","Water Content, m³/m³ (LGR S/N: 20468832, SEN S/N: 20471694)"
1,05/30/19 08:52:24 AM,15.819,-0.2890
2,05/30/19 09:52:24 AM,12.558,0.2694
3,05/30/19 10:52:24 AM,12.703,0.2694
4,05/30/19 11:52:24 AM,12.968,0.2694
5,05/30/19 12:52:24 PM,13.305,0.2694
6,05/30/19 01:52:24 PM,13.522,0.2694
7,05/30/19 02:52:24 PM,13.714,0.2698
8,05/30/19 03:52:24 PM,13.882,0.2694
9,05/30/19 04:52:24 PM,14.002,0.2694
10,05/30/19 05:52:24 PM,14.050,0.2694
11,05/30/19 06:52:24 PM,14.050,0.2694
12,05/30/19 07:52:24 PM,14.026,0.2691
13,05/30/19 08:52:24 PM,13.930,0.2691
14,05/30/19 09:52:24 PM,13.762,0.2687
15,05/30/19 10:52:24 PM,13.546,0.2687
16,05/30/19 11:52:24 PM,13.329,0.2684
17,05/31/19 12:52:24 AM,13.112,0.2684
18,05/31/19 01:52:24 AM,12.920,0.2684
19,05/31/19 02:52:24 AM,12.727,0.2684
20,05/31/19 03:52:24 AM,12.534,0.2684
21,05/31/19 04:52:24 AM,12.389,0.2684
22,05/31/19 05:52:24 AM,12.268,0.2677
23,05/31/19 06:52:24 AM,12.147,0.2680
24,05/31/19 07:52:24 AM,12.025,0.2677
25,05/31/19 08:52:24 AM,12.001,0.2677
26,05/31/19 09:52:24 AM,12.050,0.2673
27,05/31/19 10:52:24 AM,12.316,0.2673
28,05/31/19 11:52:24 AM,12.703,0.2670
29,05/31/19 12:52:24 PM,13.137,0.2670
30,05/31/19 01:52:24 PM,13.497,0.2673
31,05/31/19 02:52:24 PM,13.810,0.2673
32,05/31/19 03:52:24 PM,14.146,0.2673
33,05/31/19 04:52:24 PM,14.481,0.2673
34,05/31/19 05:52:24 PM,14.649,0.2666
35,05/31/19 06:52:24 PM,14.745,0.2670
36,05/31/19 07:52:24 PM,14.745,0.2666
37,05/31/19 08:52:24 PM,14.673,0.2666
38,05/31/19 09:52:24 PM,14.553,0.2664
39,05/31/19 10:52:24 PM,14.409,0.2664
40,05/31/19 11:52:24 PM,14.290,0.2660
41,06/01/19 12:52:24 AM,14.170,0.2680
42,06/01/19 01:52:24 AM,14.074,0.2701
43,06/01/19 02:52:24 AM,13.954,0.2705
44,06/01/19 03:52:24 AM,13.834,0.2698
45,06/01/19 04:52:24 AM,13.714,0.2694
46,06/01/19 05:52:24 AM,13.594,0.2739
47,06/01/19 06:52:24 AM,13.473,0.2746
48,06/01/19 07:52:24 AM,13.329,0.2749
49,06/01/19 08:52:24 AM,13.209,0.2743
50,06/01/19 09:52:24 AM,13.137,0.2743
51,06/01/19 10:52:24 AM,13.137,0.2739
52,06/01/19 11:52:24 AM,13.281,0.2739
53,06/01/19 12:52:24 PM,13.257,0.2739
54,06/01/19 01:52:24 PM,13.137,0.2763
55,06/01/19 02:52:24 PM,13.185,0.2773
56,06/01/19 03:52:24 PM,13.281,0.2770
